MTU,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,385,n/e,n/e,n/e,4563,0,111,n/e,n/e,n/e,228,,3370,2074,n/e,44270,n/e,n/e,698,282,1163,8987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,387,n/e,n/e,n/e,4574,0,110,n/e,n/e,n/e,,55,3376,2375,n/e,44382,n/e,n/e,2363,285,1216,9049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,385,n/e,n/e,n/e,4141,73,110,n/e,n/e,n/e,,425,3204,1645,n/e,44416,n/e,n/e,4545,285,1273,8900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,368,n/e,n/e,n/e,4333,159,111,n/e,n/e,n/e,,544,3124,1594,n/e,44441,n/e,n/e,5554,285,1231,9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,367,n/e,n/e,n/e,4221,202,111,n/e,n/e,n/e,76,,3196,1980,n/e,44292,n/e,n/e,5714,284,1174,9602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,367,n/e,n/e,n/e,4126,294,111,n/e,n/e,n/e,508,,3158,2088,n/e,44063,n/e,n/e,4641,291,1320,9459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,361,n/e,n/e,n/e,4068,421,111,n/e,n/e,n/e,520,,3133,1906,n/e,44065,n/e,n/e,3328,282,1338,9217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,364,n/e,n/e,n/e,4307,475,111,n/e,n/e,n/e,296,,3204,1677,n/e,44363,n/e,n/e,2139,279,1380,8822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,368,n/e,n/e,n/e,4472,554,110,n/e,n/e,n/e,,363,3590,1787,n/e,44939,n/e,n/e,968,285,1406,8931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,366,n/e,n/e,n/e,4891,568,110,n/e,n/e,n/e,,248,4149,2551,n/e,45356,n/e,n/e,373,285,1409,9162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,367,n/e,n/e,n/e,4882,541,110,n/e,n/e,n/e,2180,,4692,3085,n/e,45342,n/e,n/e,289,285,1380,8817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,365,n/e,n/e,n/e,5391,578,110,n/e,n/e,n/e,2882,,4790,3062,n/e,45332,n/e,n/e,0,285,1364,8232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,368,n/e,n/e,n/e,5305,577,110,n/e,n/e,n/e,1565,,4496,2428,n/e,45262,n/e,n/e,0,287,1325,7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,365,n/e,n/e,n/e,5379,576,110,n/e,n/e,n/e,289,,4030,2227,n/e,45337,n/e,n/e,0,288,1279,7543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,364,n/e,n/e,n/e,5611,576,110,n/e,n/e,n/e,60,,3732,2119,n/e,45276,n/e,n/e,0,289,1189,6885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,365,n/e,n/e,n/e,5241,576,110,n/e,n/e,n/e,,284,3465,1777,n/e,45245,n/e,n/e,0,288,1224,6434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.11.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,364,n/e,n/e,n/e,4641,577,110,n/e,n/e,n/e,,850,3049,1456,n/e,45081,n/e,n/e,0,291,1300,6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,365,n/e,n/e,n/e,3111,577,110,n/e,n/e,n/e,,1269,2862,1290,n/e,44900,n/e,n/e,0,292,1324,6001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,366,n/e,n/e,n/e,2789,573,110,n/e,n/e,n/e,,1915,2822,1185,n/e,45077,n/e,n/e,0,293,1293,5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,368,n/e,n/e,n/e,2600,519,110,n/e,n/e,n/e,,2347,2791,1035,n/e,44765,n/e,n/e,0,292,1124,5530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,368,n/e,n/e,n/e,2489,539,110,n/e,n/e,n/e,,2649,2658,1029,n/e,44943,n/e,n/e,0,291,1095,5583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,368,n/e,n/e,n/e,3291,579,111,n/e,n/e,n/e,,2209,2795,1124,n/e,45251,n/e,n/e,0,287,979,5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,365,n/e,n/e,n/e,4661,579,111,n/e,n/e,n/e,,35,3084,1726,n/e,45496,n/e,n/e,0,281,1038,5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,363,n/e,n/e,n/e,5643,578,111,n/e,n/e,n/e,1408,,3493,2241,n/e,45633,n/e,n/e,304,280,918,5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,363,n/e,n/e,n/e,5848,578,110,n/e,n/e,n/e,2040,,3984,2423,n/e,45802,n/e,n/e,781,284,968,5490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,363,n/e,n/e,n/e,5826,581,110,n/e,n/e,n/e,2207,,4124,2657,n/e,46019,n/e,n/e,2563,285,1027,4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,362,n/e,n/e,n/e,5755,584,110,n/e,n/e,n/e,1915,,4074,2854,n/e,46044,n/e,n/e,4836,284,925,4594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,363,n/e,n/e,n/e,5653,584,110,n/e,n/e,n/e,1422,,3867,2407,n/e,45921,n/e,n/e,6281,283,912,4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,365,n/e,n/e,n/e,5552,583,111,n/e,n/e,n/e,1225,,3675,2083,n/e,45830,n/e,n/e,7063,283,823,4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,362,n/e,n/e,n/e,5565,583,110,n/e,n/e,n/e,839,,3560,2051,n/e,46007,n/e,n/e,6950,282,784,4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,362,n/e,n/e,n/e,5761,584,111,n/e,n/e,n/e,220,,3630,2234,n/e,46159,n/e,n/e,6028,283,904,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,354,n/e,n/e,n/e,5563,584,111,n/e,n/e,n/e,713,,3746,2556,n/e,46151,n/e,n/e,4120,284,918,3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,363,n/e,n/e,n/e,5752,583,111,n/e,n/e,n/e,971,,3979,2958,n/e,46562,n/e,n/e,1651,281,931,3690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,364,n/e,n/e,n/e,5921,536,110,n/e,n/e,n/e,2730,,4345,3505,n/e,46906,n/e,n/e,437,285,929,3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,364,n/e,n/e,n/e,5952,582,110,n/e,n/e,n/e,2716,,4542,3532,n/e,46926,n/e,n/e,311,288,942,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,360,n/e,n/e,n/e,5953,583,110,n/e,n/e,n/e,3352,,4522,3562,n/e,46951,n/e,n/e,0,286,938,4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,361,n/e,n/e,n/e,5909,581,110,n/e,n/e,n/e,1618,,4281,2927,n/e,47228,n/e,n/e,0,286,900,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,362,n/e,n/e,n/e,5614,582,110,n/e,n/e,n/e,440,,3768,1866,n/e,47259,n/e,n/e,0,291,861,4141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,361,n/e,n/e,n/e,5665,580,110,n/e,n/e,n/e,410,,3561,1480,n/e,47111,n/e,n/e,0,287,753,3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,361,n/e,n/e,n/e,5227,581,110,n/e,n/e,n/e,260,,3388,1263,n/e,46942,n/e,n/e,0,289,577,3682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.11.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,364,n/e,n/e,n/e,4722,585,110,n/e,n/e,n/e,,293,3202,1376,n/e,47199,n/e,n/e,0,293,495,3548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,362,n/e,n/e,n/e,4109,587,110,n/e,n/e,n/e,,1041,2850,1407,n/e,47316,n/e,n/e,0,290,356,3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,360,n/e,n/e,n/e,3938,586,111,n/e,n/e,n/e,,1448,2712,1366,n/e,47351,n/e,n/e,0,286,385,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,364,n/e,n/e,n/e,3832,586,110,n/e,n/e,n/e,,2011,2685,1342,n/e,47332,n/e,n/e,0,292,401,3471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,366,n/e,n/e,n/e,3492,587,111,n/e,n/e,n/e,,2362,2776,1466,n/e,47264,n/e,n/e,0,292,446,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,364,n/e,n/e,n/e,3651,586,110,n/e,n/e,n/e,,1970,2798,1728,n/e,47232,n/e,n/e,0,293,455,3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,365,n/e,n/e,n/e,4714,586,111,n/e,n/e,n/e,145,,3239,2268,n/e,47308,n/e,n/e,0,291,462,3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,363,n/e,n/e,n/e,5011,586,111,n/e,n/e,n/e,1642,,3773,2971,n/e,47372,n/e,n/e,323,292,378,3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,362,n/e,n/e,n/e,4977,586,111,n/e,n/e,n/e,2316,,4122,3617,n/e,47319,n/e,n/e,921,288,247,3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,362,n/e,n/e,n/e,4685,586,111,n/e,n/e,n/e,2110,,4199,3509,n/e,47223,n/e,n/e,3211,294,252,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,361,n/e,n/e,n/e,4940,587,110,n/e,n/e,n/e,2090,,3814,2721,n/e,47219,n/e,n/e,5954,291,225,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,362,n/e,n/e,n/e,4844,586,111,n/e,n/e,n/e,1266,,3614,2639,n/e,47193,n/e,n/e,7794,291,221,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,371,n/e,n/e,n/e,4256,513,111,n/e,n/e,n/e,620,,3454,2286,n/e,47293,n/e,n/e,8732,295,233,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,372,n/e,n/e,n/e,4029,322,111,n/e,n/e,n/e,613,,3255,2308,n/e,47301,n/e,n/e,8546,297,176,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,378,n/e,n/e,n/e,4634,330,111,n/e,n/e,n/e,1010,-,3164,2342,n/e,47302,n/e,n/e,7241,298,185,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.11.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,-,n/e,n/e,n/e,-,-,-,n/e,n/e,n/e,-,-,-,-,n/e,-,n/e,n/e,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
