MTU,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,320,n/e,n/e,n/e,2058,16,191,n/e,n/e,n/e,2068,,6618,3366,n/e,46955,n/e,n/e,0,91,560,16596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,324,n/e,n/e,n/e,2058,16,190,n/e,n/e,n/e,2716,,6574,3211,n/e,46947,n/e,n/e,0,89,560,16444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,323,n/e,n/e,n/e,2056,16,190,n/e,n/e,n/e,1945,,6433,3010,n/e,46973,n/e,n/e,0,90,560,16295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,324,n/e,n/e,n/e,2061,16,190,n/e,n/e,n/e,933,,6179,2345,n/e,46659,n/e,n/e,0,90,560,16073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,324,n/e,n/e,n/e,2062,15,190,n/e,n/e,n/e,624,,5988,2468,n/e,46237,n/e,n/e,0,91,560,15563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,323,n/e,n/e,n/e,2076,15,190,n/e,n/e,n/e,,454,5809,2280,n/e,46103,n/e,n/e,0,93,559,14967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,326,n/e,n/e,n/e,2104,15,190,n/e,n/e,n/e,,1550,5649,1683,n/e,45553,n/e,n/e,0,95,555,14589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,322,n/e,n/e,n/e,2096,15,191,n/e,n/e,n/e,,2076,5606,1358,n/e,45503,n/e,n/e,0,95,539,13833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,322,n/e,n/e,n/e,2104,15,190,n/e,n/e,n/e,,2144,5465,1603,n/e,44481,n/e,n/e,0,95,549,13421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,321,n/e,n/e,n/e,2117,16,191,n/e,n/e,n/e,,2615,5311,1196,n/e,43877,n/e,n/e,0,95,530,12959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,320,n/e,n/e,n/e,2124,16,191,n/e,n/e,n/e,,2317,5378,1220,n/e,44310,n/e,n/e,0,95,507,12289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,326,n/e,n/e,n/e,2209,16,191,n/e,n/e,n/e,,1691,5597,1861,n/e,45320,n/e,n/e,0,94,505,11522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,331,n/e,n/e,n/e,2502,16,191,n/e,n/e,n/e,,276,5844,2587,n/e,46180,n/e,n/e,0,91,438,10522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,331,n/e,n/e,n/e,3158,16,190,n/e,n/e,n/e,1345,,6120,3173,n/e,46334,n/e,n/e,244,89,424,9878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,332,n/e,n/e,n/e,3593,16,190,n/e,n/e,n/e,1974,,6105,3555,n/e,46373,n/e,n/e,369,88,484,9259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,332,n/e,n/e,n/e,4095,15,187,n/e,n/e,n/e,2319,,6268,3631,n/e,46415,n/e,n/e,1437,90,455,8610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,331,n/e,n/e,n/e,4355,15,187,n/e,n/e,n/e,1535,,6320,3416,n/e,46467,n/e,n/e,3397,83,432,7969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,331,n/e,n/e,n/e,4565,15,187,n/e,n/e,n/e,872,,6327,3206,n/e,46492,n/e,n/e,5129,68,466,7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,331,n/e,n/e,n/e,4757,15,187,n/e,n/e,n/e,1696,,6254,3285,n/e,46516,n/e,n/e,5620,92,452,7799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,331,n/e,n/e,n/e,4705,16,188,n/e,n/e,n/e,1481,,6254,3289,n/e,46551,n/e,n/e,5093,93,466,7882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,331,n/e,n/e,n/e,4761,16,188,n/e,n/e,n/e,1577,,6187,3232,n/e,46533,n/e,n/e,3921,93,505,7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,331,n/e,n/e,n/e,4794,15,188,n/e,n/e,n/e,1773,,6351,3158,n/e,46514,n/e,n/e,2370,95,556,8345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,331,n/e,n/e,n/e,4441,11,188,n/e,n/e,n/e,2435,,6595,3507,n/e,45945,n/e,n/e,873,96,558,9361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,330,n/e,n/e,n/e,4784,11,188,n/e,n/e,n/e,3572,,6879,4329,n/e,45343,n/e,n/e,262,96,559,10588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,330,n/e,n/e,n/e,4832,12,187,n/e,n/e,n/e,3764,,7013,4362,n/e,45396,n/e,n/e,0,96,560,11821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,331,n/e,n/e,n/e,4836,15,187,n/e,n/e,n/e,3826,,6999,4313,n/e,45577,n/e,n/e,0,97,558,12269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,331,n/e,n/e,n/e,4806,15,187,n/e,n/e,n/e,3049,,6719,3940,n/e,45848,n/e,n/e,0,97,559,12536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,330,n/e,n/e,n/e,4391,15,188,n/e,n/e,n/e,1168,,6268,3213,n/e,46042,n/e,n/e,0,97,557,12447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,335,n/e,n/e,n/e,4513,15,189,n/e,n/e,n/e,1110,,6107,3379,n/e,46521,n/e,n/e,0,97,543,11712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,346,n/e,n/e,n/e,4632,15,189,n/e,n/e,n/e,1094,,6085,3437,n/e,46727,n/e,n/e,0,103,405,11381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,351,n/e,n/e,n/e,3775,15,187,n/e,n/e,n/e,,465,5986,2819,n/e,46733,n/e,n/e,0,112,353,11271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,348,n/e,n/e,n/e,3083,15,187,n/e,n/e,n/e,,1986,5788,2551,n/e,46854,n/e,n/e,0,109,326,10914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,343,n/e,n/e,n/e,2731,15,187,n/e,n/e,n/e,,2367,5743,2368,n/e,47133,n/e,n/e,0,107,266,10452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,342,n/e,n/e,n/e,2670,15,187,n/e,n/e,n/e,,2989,5671,2323,n/e,45766,n/e,n/e,0,107,284,10158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,325,n/e,n/e,n/e,2806,15,187,n/e,n/e,n/e,,2922,5536,2177,n/e,45526,n/e,n/e,0,102,280,9850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,321,n/e,n/e,n/e,2955,15,187,n/e,n/e,n/e,,2853,5759,2067,n/e,45895,n/e,n/e,0,101,279,9350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,335,n/e,n/e,n/e,3160,15,187,n/e,n/e,n/e,,1737,5862,2658,n/e,47099,n/e,n/e,0,96,267,8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,342,n/e,n/e,n/e,3770,15,187,n/e,n/e,n/e,,624,6134,3376,n/e,47306,n/e,n/e,247,95,254,7897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,343,n/e,n/e,n/e,4663,15,187,n/e,n/e,n/e,258,,6179,3401,n/e,47406,n/e,n/e,304,94,256,7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,342,n/e,n/e,n/e,5244,15,187,n/e,n/e,n/e,593,,6120,3190,n/e,47394,n/e,n/e,680,92,229,7030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,343,n/e,n/e,n/e,5064,15,187,n/e,n/e,n/e,465,,6126,3051,n/e,47397,n/e,n/e,1583,90,179,6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,341,n/e,n/e,n/e,5168,15,187,n/e,n/e,n/e,451,,6193,2807,n/e,47406,n/e,n/e,2588,90,145,6155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,342,n/e,n/e,n/e,5206,15,187,n/e,n/e,n/e,704,,6274,3053,n/e,47355,n/e,n/e,3283,92,157,6079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,342,n/e,n/e,n/e,5169,15,187,n/e,n/e,n/e,659,,6287,2991,n/e,47309,n/e,n/e,3293,94,169,5906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,342,n/e,n/e,n/e,5021,15,187,n/e,n/e,n/e,480,,6102,2928,n/e,47379,n/e,n/e,2645,88,184,5671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,342,n/e,n/e,n/e,5003,15,187,n/e,n/e,n/e,1015,,6229,3230,n/e,47377,n/e,n/e,1628,88,201,5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,342,n/e,n/e,n/e,5090,15,187,n/e,n/e,n/e,1940,,6432,3314,n/e,47388,n/e,n/e,631,87,183,4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,343,n/e,n/e,n/e,5433,15,187,n/e,n/e,n/e,3085,,6875,3744,n/e,47431,n/e,n/e,254,87,243,4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,343,n/e,n/e,n/e,5504,15,187,n/e,n/e,n/e,3592,,6990,4025,n/e,47405,n/e,n/e,0,90,337,4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,343,n/e,n/e,n/e,5477,15,187,n/e,n/e,n/e,3684,,7002,3843,n/e,47415,n/e,n/e,0,94,291,4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,341,n/e,n/e,n/e,5456,15,187,n/e,n/e,n/e,1843,,6788,3508,n/e,47476,n/e,n/e,0,94,305,4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,338,n/e,n/e,n/e,5016,15,187,n/e,n/e,n/e,678,,6496,3015,n/e,47505,n/e,n/e,0,93,361,4830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,344,n/e,n/e,n/e,5475,15,187,n/e,n/e,n/e,830,,6350,2413,n/e,47425,n/e,n/e,0,93,342,4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.01.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,344,n/e,n/e,n/e,5221,14,187,n/e,n/e,n/e,528,,6266,2637,n/e,47435,n/e,n/e,0,91,298,5059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,343,n/e,n/e,n/e,3606,12,187,n/e,n/e,n/e,176,,5975,2596,n/e,47440,n/e,n/e,0,91,315,4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,343,n/e,n/e,n/e,2514,12,187,n/e,n/e,n/e,176,,5859,2378,n/e,47054,n/e,n/e,0,92,364,4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,343,n/e,n/e,n/e,2527,12,187,n/e,n/e,n/e,,174,5825,1950,n/e,46537,n/e,n/e,0,92,360,4511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,343,n/e,n/e,n/e,2562,12,187,n/e,n/e,n/e,,495,5808,2064,n/e,45770,n/e,n/e,0,93,423,4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,343,n/e,n/e,n/e,2560,12,187,n/e,n/e,n/e,,810,5811,2009,n/e,45936,n/e,n/e,0,93,409,4594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,343,n/e,n/e,n/e,2476,12,187,n/e,n/e,n/e,,1029,5816,1816,n/e,46400,n/e,n/e,0,91,372,4645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,343,n/e,n/e,n/e,2443,12,187,n/e,n/e,n/e,,768,5913,1889,n/e,47186,n/e,n/e,0,87,335,4912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,343,n/e,n/e,n/e,2651,12,187,n/e,n/e,n/e,,438,5915,1938,n/e,47264,n/e,n/e,236,88,386,5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,344,n/e,n/e,n/e,3390,12,187,n/e,n/e,n/e,,121,6076,2444,n/e,47294,n/e,n/e,332,91,397,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,343,n/e,n/e,n/e,4448,12,187,n/e,n/e,n/e,349,,6228,2731,n/e,47363,n/e,n/e,1119,90,423,4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,342,n/e,n/e,n/e,4289,12,187,n/e,n/e,n/e,1034,,6319,3305,n/e,47436,n/e,n/e,2777,91,441,4881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,342,n/e,n/e,n/e,4134,12,187,n/e,n/e,n/e,897,,6342,3027,n/e,47473,n/e,n/e,4122,90,475,4798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,343,n/e,n/e,n/e,4093,12,187,n/e,n/e,n/e,977,,6406,3210,n/e,47640,n/e,n/e,4567,90,384,5190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,341,n/e,n/e,n/e,3809,12,188,n/e,n/e,n/e,289,,6142,2683,n/e,47970,n/e,n/e,4344,89,350,5755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,340,n/e,n/e,n/e,4359,12,188,n/e,n/e,n/e,,423,5998,2720,n/e,47941,n/e,n/e,3756,87,306,6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,340,n/e,n/e,n/e,4342,12,189,n/e,n/e,n/e,,793,5975,2475,n/e,47808,n/e,n/e,2383,87,363,6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,337,n/e,n/e,n/e,4295,12,189,n/e,n/e,n/e,148,,5998,2529,n/e,47580,n/e,n/e,904,88,409,6396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,339,n/e,n/e,n/e,4403,11,188,n/e,n/e,n/e,1421,,6371,2974,n/e,47621,n/e,n/e,259,90,438,6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,341,n/e,n/e,n/e,4411,11,187,n/e,n/e,n/e,2386,,6624,3671,n/e,47632,n/e,n/e,0,89,428,7014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,339,n/e,n/e,n/e,4434,11,187,n/e,n/e,n/e,2376,,6685,3516,n/e,47661,n/e,n/e,0,88,398,7342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,341,n/e,n/e,n/e,4102,11,187,n/e,n/e,n/e,1843,,6518,3238,n/e,47700,n/e,n/e,0,86,419,7226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,340,n/e,n/e,n/e,3272,11,187,n/e,n/e,n/e,836,,6307,2724,n/e,48037,n/e,n/e,0,84,359,7043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,341,n/e,n/e,n/e,3030,11,187,n/e,n/e,n/e,692,,6103,2829,n/e,48090,n/e,n/e,0,88,336,6765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.01.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,339,n/e,n/e,n/e,3174,12,187,n/e,n/e,n/e,544,,6008,2731,n/e,48021,n/e,n/e,0,92,307,6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,340,n/e,n/e,n/e,2715,14,187,n/e,n/e,n/e,58,,5913,2486,n/e,47736,n/e,n/e,0,89,334,6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,341,n/e,n/e,n/e,2444,15,187,n/e,n/e,n/e,,691,5665,2059,n/e,47564,n/e,n/e,0,89,299,6393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,341,n/e,n/e,n/e,2467,15,187,n/e,n/e,n/e,,1097,5658,1890,n/e,47619,n/e,n/e,0,90,359,6481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,341,n/e,n/e,n/e,2412,15,187,n/e,n/e,n/e,,1924,5536,1730,n/e,47726,n/e,n/e,0,93,368,6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,341,n/e,n/e,n/e,2566,15,187,n/e,n/e,n/e,,2438,5518,1508,n/e,47457,n/e,n/e,0,94,339,6477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,341,n/e,n/e,n/e,2593,15,187,n/e,n/e,n/e,,2396,5527,1722,n/e,47470,n/e,n/e,0,92,336,6533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,341,n/e,n/e,n/e,2582,15,187,n/e,n/e,n/e,,1938,5634,1844,n/e,47437,n/e,n/e,0,92,363,6381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,341,n/e,n/e,n/e,2637,14,187,n/e,n/e,n/e,,2043,5703,1966,n/e,47560,n/e,n/e,246,91,431,6480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
